date,donee,donee_url,description,program_area,focus,amount
03/1991,Conservation Fund,,To develop financing mechanisms that will preserve forest land in northern New England.,Environment,,"$100,000"
03/1991,Council for a Livable World Education Fund,http://http://www.clw.org/ef,To produce and distribute a briefing book on conventioanl weapons sales.,Disarmament,,"$30,000"
03/1991,Defense Budget Project,,To support the project on conventional arms sales and exports.,Disarmament,,"$32,475"
03/1991,Global Fund for Women,,"To support seed grants to women’s organizations in the Third World, specifically for female human rights and economic autonomy programs.",Reproductive Health,,"$30,000"
03/1991,Global Rights,http://www.globalrights.org,To assist the development of democratic institutions in selected countries.,International Human Rights,,"$20,000"
03/1991,Harvard University Department of Anthropology,,To conduct research and a training program at the Matan River site in Indonesia’s Gunung Palung National Park.,Environment,,"$35,000"
03/1991,Human Rights First,http://www.humanrightsfirst.org,To support the Emergency Action Fund.,International Human Rights,,"$150,000"
03/1991,Human Rights First,http://www.humanrightsfirst.org,To support the Human Rights and Foreign Policy Project.,International Human Rights,,"$50,000"
03/1991,International Physicians for the Prevention of Nuclear War,,To survey and report on physicians’ activities worldwide to protect the environment and reduce overpopulation.,Environment,,"$20,000"
03/1991,Long Bow Group,,"To support production of “The Gate of Heavenly Peace,” a film documentary of the Chinese democracy movement.",International Human Rights,,"$12,000"
03/1991,Monterey Institute of International Studies,http://http://cns.miis.edu,"To build a Soviet community of academics, analysts and activists in nuclear nonproliferation.",Disarmament,,"$60,000"
03/1991,National Black Women’s Health Project,,To support projects relating to reproductive rights and family planning.,Reproductive Health,,"$25,000"
03/1991,Natural Resources Defense Council,http://www.nrdc.org,To support preparation of the “Citizen’s Guide to Environmental Protection and National Security.”,Disarmament,,"$18,000"
03/1991,Nuclear Control Institute,http://http://www.nci.org/nci/,To promote nuclear nonproliferation.,Disarmament,,"$25,000"
03/1991,Rocky Mountain Institute,,To revise cost projections of global warming so that they reflect advances in energy efficiency technology.,Environment,,"$30,000"
03/1991,The Aspen Institute,http://www.aspeninst.org,To support two conferences for US judges on international human rights law.,International Human Rights,,"$15,000"
03/1991,The Population Council,,To promote abortion rights in Mexico.,Reproductive Health,,"$47,000"
03/1991,Wisconsin Project on Nuclear Arms Control,,"To support programs to promote nuclear nonproliferation, with an emphasis on reforming export controls.",Disarmament,,"$40,000"
03/1991,Women Judges’ Fund for Justice,,"To conduct a conference on family, bioethics and the law.",Reproductive Health,,"$20,000"
03/1991,Church of the Province of Kenya,,To help establish a Human Rights Documentation and Communications Center.,International Human Rights,,"$15,000"
03/1991,University of Arizona,,"To support research on hormonal effects on neural development in Drosophila by Linda Restifo, MD, PhD.",Developmental Disabilities,John Merck Scholars I Program,"$240,000"
03/1991,University of Texas,,To support research on the interaction of cerebellar degeneration with photoreceptor degeneration.,Developmental Disabilities,John Merck Scholars I Program,"$240,000"
02/1991,World Policy Institute,,To support the Arms Trade Project.,Disarmament,,"$10,000"
02/1991,Civil Liberties Organisation,,To defend human rights in Nigeria by providing legal assistance to the financially disadvantaged victims of human rights abuses in that country.,International Human Rights,,"$25,000"
02/1991,Institute for Defense & Disarmament Studies,,To promote international security by advocating deep reductions in military forces; and to develop methods for analyzing the impact of such reductions on military budgets.,Disarmament,,"$50,000"
02/1991,Institute for Transportation & Development Policy,,"To promote affordable, nonmotorized transportation in developing countries.",Environment,,"$25,000"
02/1991,Planned Parenthood Federation of America,http://www.plannedparenthood.org,To partially support the establishment of Opposition Surveillance Coordinator positions.,Reproductive Health,,"$12,500"
02/1991,Stanford University Department of Chemistry,,To organize and host a conference about RU486.,Reproductive Health,,"$5,000"
02/1991,The Carter Center,,To integrate human rights issues into President and Mrs. Carter’s ongoing international initiatives.,International Human Rights,,"$60,000"
01/1991,Consejo de Comunidades Etnicas Runujel Junam,,To support the Civil Rights Violations Documentation Project.,International Human Rights,,"$25,000"
01/1991,Conservation Law Foundation,http://www.clf.org,"To improve forest management practices in Maine’s Northwoods, much of which is owned by the paper industry, by making sustainable land use a condition for federal relicensing of corporate hydropower facilities.",Environment,,"$50,000"
12/1990,Cambodia Documentation Commission,,To promote human rights in Cambodia.,International Human Rights,,"$40,000"
12/1990,"Center for the American Woman and Politics, Rutgers University",,"To support a focus group project to gauge attitudes toward reproductive rights, contraception and the pro-life movement among the American public.",Reproductive Health,,"$38,340"
12/1990,Harvard Institute of International Development,,To establish facilities for research projects on sustainable management of Asian tropical forests.,Environment,,"$80,000"
12/1990,Human Rights First,http://www.humanrightsfirst.org,To support the Africa Program.,International Human Rights,,"$40,000"
12/1990,Merck Forest & Farmland Center,http://www.merckforest.org,To support conservation and public education activities in Vermont.,Environment,,"$30,000"
12/1990,Population Communications International,,To support family planning radio and television programs in Africa.,Reproductive Health,,"$30,000"
12/1990,Reproductive Health Technologies Project,http://www.rhtp.org,To coordinate and organize the birth control initiative.,Reproductive Health,,"$13,800"
11/1990,Center for Women Policy Studies,,To support the Law and Pregnancy phase of the Reproductive Laws for the 1990s Project.,Reproductive Health,,"$22,000"
11/1990,Committee to Protect Journalists,,To defend Western journalists reporting abroad and local press working in their own countries.,International Human Rights,,"$25,000"
11/1990,Feminist Majority Foundation,http://www.feminist.org,To support the Campaign for RU486 and Contraceptive Research.,Reproductive Health,,"$25,000"
11/1990,Harvard University School of Public Health,,To support the AIDS and Reproductive Health Network.,Reproductive Health,,"$150,000"
11/1990,Rainforest Alliance,,To help launch the Tropical Timber Project.,Environment,,"$50,000"
11/1990,Vermont Natural Resources Council,http://www.vnrc.org,To protect critical forestland in northern Vermont.,Environment,,"$136,000"
11/1990,British American Security Information Council,http://http://www.igc.apc.org/basic/,"To promote a new, post-Cold War military order in Europe, which includes expanded US-Soviet arms control agreements and unified security institutions.",Disarmament,,"$15,000"
